City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,newport,51.5877,-2.9984,284.88,94,98,11.94,GB,1707197631
366,jianshui,23.6363,102.8264,296.94,26,1,7.53,CN,1707197632
367,berwick-upon-tweed,55.7833,-2.0,284.28,84,100,9.22,GB,1707197632
368,salinopolis,-0.6136,-47.3561,299.76,87,27,4.55,BR,1707197581
369,al kharijah,25.4514,30.5464,284.38,54,0,2.82,EG,1707197633
370,namtsy,62.7161,129.6658,240.76,97,63,0.62,RU,1707197633
371,huai yot,7.7893,99.6348,306.94,44,80,3.2,TH,1707197489
372,bella vista,36.4295,-94.2316,278.66,76,0,2.06,US,1707197633
373,bend,44.0582,-121.3153,278.41,78,40,1.54,US,1707197387
374,minas de marcona,-15.2119,-75.1103,292.5,89,82,2.29,PE,1707197634
375,san antonio de pale,-1.4014,5.6325,301.02,77,100,3.15,GQ,1707197634
376,markaz-e hukumat-e darweshan,31.1323,64.1934,287.01,19,0,4.5,AF,1707197634
377,manta,-0.95,-80.7333,300.03,83,40,6.71,EC,1707197635
378,kempsey,-31.0833,152.8333,303.12,71,16,3.58,AU,1707197635
379,iskateley,67.6803,53.1512,254.27,97,99,1.79,RU,1707197635
380,ibarra,0.35,-78.1167,288.4,92,98,0.29,EC,1707197635
381,franklin,39.9667,-83.0166,274.58,82,100,5.66,US,1707197553
382,conduaga,8.862,117.4893,302.53,62,89,3.17,PH,1707197636
383,victorica,-36.2151,-65.4359,299.93,50,26,5.93,AR,1707197636
384,tyukhtet,56.5389,89.3011,269.44,84,72,3.39,RU,1707197637
385,susuman,62.7833,148.1667,247.58,85,96,1.34,RU,1707197637
386,kirensk,57.7853,108.1119,265.91,94,100,4.47,RU,1707197637
387,letlhakeng,-24.0944,25.0298,301.87,29,31,1.29,BW,1707197638
388,merizo village,13.2658,144.6691,302.46,75,67,7.32,GU,1707197638
389,khandyga,62.6667,135.6,240.48,97,46,0.37,RU,1707197638
390,padang,-0.9492,100.3543,305.18,69,100,1.91,ID,1707197638
391,val-d'or,48.1002,-77.7828,262.2,92,0,1.03,CA,1707197601
392,port-gentil,-0.7193,8.7815,298.13,94,20,1.54,GA,1707197612
393,balkanabat,39.5108,54.3671,283.72,57,91,2.66,TM,1707197640
394,prince rupert,54.3161,-130.3201,276.98,100,0,4.12,CA,1707197413
395,yuzhno-kurilsk,44.0306,145.8556,267.25,60,94,6.68,RU,1707197641
396,dhanera,24.5167,72.0167,297.91,44,32,1.92,IN,1707197641
397,meadow lakes,61.6247,-149.6011,272.77,88,100,0.0,US,1707197642
398,pulandian,39.3953,121.9669,269.83,33,0,7.5,CN,1707197642
399,woodstock,43.1334,-80.7497,270.74,90,7,0.89,CA,1707197642
400,sanming,26.2486,117.6186,285.15,91,100,1.3,CN,1707197643
401,vilyuchinsk,52.9306,158.4028,269.3,81,85,1.79,RU,1707197643
402,umluj,25.0213,37.2685,292.29,39,0,4.61,SA,1707197643
403,broken hill,-31.95,141.4333,300.78,13,3,9.04,AU,1707197576
404,shimanovsk,52.0,127.7,260.49,72,11,2.79,RU,1707197644
405,mashava,-20.0367,30.4823,299.08,48,0,1.49,ZW,1707197644
406,carnarvon,-24.8667,113.6333,308.37,33,6,6.4,AU,1707197645
407,antigonish,45.6169,-61.9986,273.79,95,100,4.47,CA,1707197645
408,marsh harbour,26.5412,-77.0636,293.01,75,71,9.82,BS,1707197645
409,booue,-0.0921,11.9385,296.43,90,83,0.24,GA,1707197479
410,lauro de freitas,-12.8944,-38.3272,301.16,74,40,3.6,BR,1707197646
411,oriximina,-1.7656,-55.8661,298.75,77,79,1.36,BR,1707197646
412,havre,49.5833,0.3333,283.26,81,0,7.2,FR,1707197647
413,pandan,14.0453,124.1694,300.88,69,72,5.61,PH,1707197647
414,guiuan,11.0333,125.7247,300.0,78,95,6.73,PH,1707197647
415,dakhla,23.6848,-15.958,291.69,40,43,6.34,EH,1707197647
416,dera bugti,29.0307,69.151,288.93,46,98,3.84,PK,1707197648
417,barpeta,26.3167,91.0,294.38,49,51,2.96,IN,1707197648
418,beypore,11.1833,75.8167,301.73,61,37,1.54,IN,1707197648
419,bol'sherech'ye,56.0925,74.6272,272.1,95,100,6.74,RU,1707197649
420,kingston,17.997,-76.7936,297.68,86,40,3.09,JM,1707197649
421,aitape,-3.1374,142.3475,301.89,80,100,5.06,PG,1707197649
422,behshahr,36.6923,53.5526,282.12,40,64,2.6,IR,1707197650
423,chernyshevskiy,63.0128,112.4714,258.98,94,100,0.6,RU,1707197650
424,ganye,8.4333,12.0667,292.54,23,73,0.96,NG,1707197650
425,tobruk,32.0836,23.9764,286.31,81,0,5.06,LY,1707197650
426,kharan,28.5833,65.4167,289.65,27,1,1.54,PK,1707197651
427,safford,32.834,-109.7076,288.21,33,0,5.14,US,1707197651
428,iquitos,-3.7481,-73.2472,298.17,94,75,1.03,PE,1707197651
429,nizamabad,18.6667,78.1167,305.26,27,0,3.22,IN,1707197652
430,labrador city,52.9463,-66.9114,243.1,69,0,1.03,CA,1707197413
431,progreso,21.2833,-89.6667,291.46,90,96,9.64,MX,1707197426
432,geraldton,-28.7667,114.6,309.38,11,47,8.23,AU,1707197653
433,frederikshavn,57.4407,10.5366,274.45,96,100,6.41,DK,1707197653
434,itoman,26.1247,127.6694,294.58,58,75,6.17,JP,1707197654
435,nantucket,41.2835,-70.0995,274.27,69,100,7.2,US,1707197498
436,janiuay,10.9493,122.5061,301.74,69,93,5.61,PH,1707197655
437,puerto lempira,15.2667,-83.7667,298.29,55,52,6.89,HN,1707197655
438,melekeok village,7.4957,134.6367,300.47,85,100,7.55,PW,1707197655
439,tchintabaraden,15.8969,5.7985,287.2,21,98,5.96,NE,1707197656
440,oak bay,48.4496,-123.3026,279.53,89,100,16.98,CA,1707197656
441,tual,-5.6667,132.75,301.03,80,100,9.04,ID,1707197657
442,jinxiang,27.4327,120.6062,280.56,87,100,3.79,CN,1707197657
443,colonia,50.9333,6.95,284.24,72,100,5.66,DE,1707197433
444,al burayqah,30.4062,19.5739,288.56,79,10,4.69,LY,1707197657
445,mata-utu,-13.2816,-176.1745,301.84,78,95,4.45,WF,1707197658
446,sao gabriel da cachoeira,-0.1303,-67.0892,296.18,99,100,0.26,BR,1707197658
447,alakurtti,66.9672,30.3491,247.06,100,100,1.49,RU,1707197659
448,redding,40.5865,-122.3917,283.02,86,100,2.06,US,1707197440
449,kudahuvadhoo,2.6708,72.8944,300.83,80,46,7.37,MV,1707197659
450,aracati,-4.5617,-37.7697,300.5,75,98,4.83,BR,1707197660
451,leava,-14.3,-178.1667,301.37,80,100,3.72,WF,1707197660
452,majene,-3.5403,118.9707,303.16,65,98,2.91,ID,1707197661
453,san patricio,28.017,-97.5169,288.62,78,0,2.98,US,1707197661
454,nguigmi,14.2495,13.1092,288.99,30,15,6.93,NE,1707197662
455,miranda,3.2499,-76.2281,294.47,96,100,0.43,CO,1707197662
456,longjiang,47.3303,123.1836,267.34,41,38,2.16,CN,1707197663
457,sao vicente,-23.9631,-46.3919,299.97,26,47,1.57,BR,1707197663
458,san felipe,10.3399,-68.7425,297.11,87,92,2.29,VE,1707197663
459,puquio,-14.7,-74.1333,285.0,87,78,0.59,PE,1707197664
460,umm ruwaba,12.9061,31.2158,291.43,15,43,7.22,SD,1707197664
461,wafangdian,39.6183,122.0081,268.91,33,0,7.26,CN,1707197664
462,roma,43.2128,-75.4557,270.19,64,0,0.0,US,1707197665
463,mangrol,21.1167,70.1167,298.8,58,0,2.81,IN,1707197665
464,nkove,-7.95,30.85,294.49,92,100,0.37,TZ,1707197666
465,jiquilisco,13.3167,-88.5833,298.44,81,51,1.77,SV,1707197666
466,krasnoyarskaya,47.6501,42.0443,276.45,96,100,8.06,RU,1707197666
467,el segundo,33.9192,-118.4165,286.05,97,100,4.63,US,1707197666
468,praia da vitoria,38.7333,-27.0667,291.35,82,75,8.68,PT,1707197667
469,tsirang,27.0219,90.1229,285.28,59,65,2.23,BT,1707197667
470,porangatu,-13.4408,-49.1486,294.34,97,100,1.25,BR,1707197667
471,tejen,37.3834,60.5054,287.84,29,56,7.78,TM,1707197668
472,joshimath,30.5667,79.5667,281.69,43,1,3.54,IN,1707197668
473,ayvacik,39.6011,26.4047,283.5,82,0,2.72,TR,1707197669
474,lagos,6.5833,3.75,296.33,37,6,1.97,NG,1707197272
475,margate,51.3813,1.3862,284.76,81,100,7.6,GB,1707197656
476,altamira,-3.2033,-52.2064,295.22,99,63,0.98,BR,1707197669
477,alofi,-19.0595,-169.9187,301.09,75,31,4.64,NU,1707197670
478,homer,59.6425,-151.5483,270.39,93,100,6.26,US,1707197670
479,astrakhan,46.3497,48.0408,275.08,93,75,13.0,RU,1707197670
480,taoudenni,22.6783,-3.9836,289.48,16,96,4.49,ML,1707197671
481,constantia,44.1833,28.65,278.54,75,41,5.95,RO,1707197645
482,wakkanai,45.4094,141.6739,269.31,74,20,0.45,JP,1707197671
483,eraan,9.0629,117.7016,304.15,55,91,3.51,PH,1707197672
484,isyangulovo,52.1909,52.1909,271.85,97,100,7.33,RU,1707197672
485,parambu,-6.2111,-40.6944,294.14,73,98,0.94,BR,1707197672
486,enriquillo,17.9,-71.2333,297.09,84,82,3.83,DO,1707197673
487,howrah,22.5892,88.3103,297.15,88,40,0.0,IN,1707197673
488,ciudad melchor muzquiz,27.8833,-101.5167,287.81,50,8,0.33,MX,1707197673
489,afaahiti,-17.75,-149.2833,300.08,90,100,12.04,PF,1707197673
490,altos del rosario,8.7944,-74.1658,297.31,98,100,0.71,CO,1707197674
491,revda,56.801,59.9303,266.75,89,100,2.19,RU,1707197674
492,arar,30.9753,41.0381,279.16,75,0,3.6,SA,1707197674
493,yeppoon,-23.1333,150.7333,308.03,65,20,5.24,AU,1707197675
494,dongola,19.1667,30.4833,286.45,33,42,7.89,SD,1707197405
495,north battleford,52.7834,-108.2847,267.2,100,100,2.57,CA,1707197675
496,hami,42.8,93.45,273.24,42,14,2.1,CN,1707197676
497,muisne,0.6,-80.0333,298.2,91,63,1.09,EC,1707197676
498,la huacana,18.9667,-101.8167,293.84,46,3,1.45,MX,1707197676
499,saint-philippe,-21.3585,55.7679,300.92,67,78,3.86,RE,1707197677
500,cabo san lucas,22.8909,-109.9124,295.1,75,97,2.24,MX,1707197677
501,shantipur,23.25,88.4667,299.38,44,26,0.89,IN,1707197677
502,union city,37.5958,-122.0192,285.05,91,75,0.89,US,1707197458
503,shalqar,47.8333,59.6,274.78,92,86,8.81,KZ,1707197678
504,peace river,56.2501,-117.286,266.32,62,100,4.63,CA,1707197678
505,tshikapa,-6.4167,20.8,295.71,95,100,0.21,CD,1707197678
506,gangtok,27.3333,88.6167,284.47,58,9,2.86,IN,1707197408
507,las heras,-46.5419,-68.9359,290.15,40,89,8.95,AR,1707197679
508,howard springs,-12.497,131.047,305.1,75,47,4.76,AU,1707197679
509,stony plain,53.5334,-114.0021,267.51,91,100,0.0,CA,1707197529
510,nema,57.5067,50.5011,264.79,96,100,3.61,RU,1707197680
511,banda aceh,5.5577,95.3222,303.03,65,99,5.9,ID,1707197680
512,woodlake,37.4211,-77.6793,275.61,78,2,2.16,US,1707197681
513,tuy hoa,13.0833,109.3,301.43,66,9,2.9,VN,1707197681
514,la ronge,55.1001,-105.2842,263.29,73,100,3.6,CA,1707197681
515,inari,68.906,27.0288,253.26,100,100,1.81,FI,1707197682
516,natal,-5.795,-35.2094,299.27,89,40,1.54,BR,1707197682
517,oulu,65.0124,25.4682,258.21,85,0,2.06,FI,1707197682
518,yallahs,17.8748,-76.5624,298.0,84,22,4.28,JM,1707197682
519,negapatam,10.7667,79.8333,301.31,63,42,5.6,IN,1707197683
520,safotu,-13.4513,-172.4018,301.77,78,100,0.9,WS,1707197659
521,riosucio,5.4216,-75.7032,286.77,95,73,0.58,CO,1707197684
522,praia,14.9215,-23.5087,294.45,73,0,6.17,CV,1707197684
523,maryville,35.7565,-83.9705,282.26,63,0,3.6,US,1707197684
524,capitan bermudez,-32.8226,-60.7185,302.5,84,0,3.09,AR,1707197685
525,keelung,25.1283,121.7419,291.53,76,100,4.92,TW,1707197685
526,salalah,17.0151,54.0924,297.2,60,0,1.03,OM,1707197685
527,mount isa,-20.7333,139.5,311.02,34,40,3.6,AU,1707197446
528,kegen,43.0197,79.2203,267.48,71,100,1.96,KZ,1707197686
529,porto velho,-8.7619,-63.9039,298.18,94,20,1.03,BR,1707197523
530,zaigrayevo,51.8336,108.2703,261.39,79,92,0.92,RU,1707197687
531,tatarka,44.9589,41.9517,275.03,90,97,11.01,RU,1707197687
532,tafalla,42.5269,-1.6745,276.34,78,100,2.45,ES,1707197687
533,broome,42.2506,-75.833,270.13,79,0,2.39,US,1707197688
534,verkhnevilyuysk,63.4453,120.3167,251.82,97,100,1.6,RU,1707197688
535,luderitz,-26.6481,15.1594,293.65,73,13,2.53,NA,1707197688
536,sabang,5.8933,95.3214,300.7,76,100,5.54,ID,1707197689
537,tateyama,34.9833,139.8667,280.43,97,100,7.25,JP,1707197689
538,konarka,19.9,86.1167,302.37,62,0,5.6,IN,1707197690
539,tranqueras,-31.2,-55.75,294.89,96,64,2.71,UY,1707197691
540,gaalkacyo,6.7697,47.4308,300.39,47,32,7.59,SO,1707197691
541,hammerfest,70.6634,23.6821,263.4,79,0,0.0,NO,1707197691
542,okondja,-0.6549,13.6753,295.98,93,96,0.46,GA,1707197692
543,kamyshlov,56.8428,62.7111,266.48,94,54,3.64,RU,1707197692
544,hirara,24.8,125.2833,293.3,64,75,5.14,JP,1707197692
545,vuosaari,60.2083,25.1436,267.37,86,75,2.06,FI,1707197693
546,kiunga,-6.1219,141.2906,305.11,62,91,2.04,PG,1707197693
547,kuanda,56.3161,116.0806,255.81,87,100,0.53,RU,1707197693
548,sao joao da barra,-21.6403,-41.0511,297.18,90,100,3.24,BR,1707197694
549,nacala,-14.5428,40.6728,301.2,83,97,3.56,MZ,1707197694
550,beyneu,45.3167,55.2,278.07,76,92,7.35,KZ,1707197694
551,friedrichstadt,54.3757,9.0867,282.26,89,100,11.67,DE,1707197695
552,barra de santo antonio,-9.4047,-35.5072,298.75,85,81,0.65,BR,1707197695
553,kyshtovka,56.555,76.6271,269.45,92,99,6.26,RU,1707197695
554,sanibel,26.449,-82.0223,287.62,90,79,2.24,US,1707197696
555,mirnyy,62.5353,113.9611,262.62,93,100,1.42,RU,1707197696
556,beira,-19.8436,34.8389,301.2,89,40,1.54,MZ,1707197696
557,prado,-17.3411,-39.2208,297.51,92,71,1.82,BR,1707197411
558,karratha,-20.7377,116.8463,304.69,54,63,6.35,AU,1707197697
559,maceio,-9.6658,-35.7353,298.84,94,0,1.03,BR,1707197697
560,maych'ew,12.7875,39.5422,286.83,71,14,2.55,ET,1707197697
561,serowe,-22.3833,26.7167,301.54,35,16,1.65,BW,1707197698
562,turinsk,58.0458,63.696,266.28,92,39,3.61,RU,1707197698
563,gisborne,-38.6533,178.0042,296.24,66,2,3.29,NZ,1707197698
564,necochea,-38.5473,-58.7368,292.99,71,61,5.49,AR,1707197699
565,ta'if,21.2703,40.4158,283.71,63,100,1.57,SA,1707197699
566,auki,-8.7676,160.7034,300.77,86,78,6.57,SB,1707197699
567,kristiansund,63.1115,7.732,268.51,86,0,1.54,NO,1707197700
568,okha,53.5739,142.9478,254.25,92,33,5.92,RU,1707197700
569,suva,-18.1416,178.4415,300.86,83,75,2.57,FJ,1707197700
570,laksar,29.7667,78.05,289.17,41,0,3.22,IN,1707197701
571,lesogorsk,56.0458,99.5136,269.78,82,82,1.34,RU,1707197701
572,pergamino,-33.89,-60.5736,298.81,69,30,4.4,AR,1707197474
573,basco,20.4487,121.9702,297.34,84,65,6.86,PH,1707197702
574,xifeng,42.7372,124.7222,265.26,69,100,3.11,CN,1707197703
575,dryden,49.7833,-92.7503,273.31,93,100,2.57,CA,1707197703
576,mascouche,45.7496,-73.5996,269.44,68,13,2.06,CA,1707197702
577,nevada,39.2502,-116.7512,270.74,98,100,0.74,US,1707197704
578,gillette,44.2911,-105.5022,280.34,64,0,10.8,US,1707197697
